REGISTERED TOURISM FACILITIES  DATABASE AS AT SEPTEMBER 2022 ,,,,,,,,,,
CODE,PROVINCE,AREA,NAME OF FACILITY,ADDRESS,EMAIL,TELEPHONE,GRADE,EMPL,CAP,ROOMS
CPS 0058,Mat North,Hwange,Kapula Private Camp," A Dicks  Hwange National Park-Sinamatella Camp,P.O Box 363 Hwange",stay@kapulacamp.com,"0776 081 646,0027 128037601,0772217402",,6,,
CPS 0059,Mash East,Matusadonha,Changa Safari Camp,"Angus Preston-74 Steppes Road Chisipite, Harare",doma@mweb.co.zw,0242 468835/6,Not yet Graded,21,10,5
CPS 0060,,Mana Pools ,Ledgeback Safaris -  Kanga Bush Camp,"Bekezela Ndlovu,Shelley Cox-Mana Pools - 16 Preston Drive, Alexandra Park, Harare",info@africabushcamps.com,0777 033 700/ 0733 330 250,Comfort ,,,
CPS 0063,Bulawayo,Bulawayo,Shangani River Safaris,S D Grant- 16 Park Road Surburbs Bulawayo,sharisaf@yahoo.com,0777 391 448,Not Yet Graded,,,
CPS 0066,Masvingo,Triangle,Buffalo Range Safaris,Barry G Style & Robert S Style-Buffalo Ranch Estate P.O Box 93 Triangle,buffalorange@gmail.com,0772 871 440,Standard,,,
CPS 0069,Mat North,Hwange,Camp Hwange,"D.Carson - Hwange National Park, Sinamatela Area – P O Box 114, Victoria Falls", info@camphwange.com,0242 749328,Not Yet Graded,15,,
CPS 0072,,Mana Pools,Kavinga Camp,"Rodney John Huch, Chiwaya Rivers, Manapools, Grasmere Gardens, Borrowdale, Harare",rodneyhuck@gmail.com,0772 239 197,Comfort,9,,
CPS 0074,Mat North,Hwange ,Kashawe Camp,R B Goatley - Sinamatella Area of Hwange National Park P O Box 288 Victoria Falls ,courteney@wilderness.co.zw,08328 43371/2,Comfort,43,36,18
CPS 0077,Mash West,Kariba,Warthogs Bush Camp,Ian Guy Harvey- Stand 1027 Baobab Ridge Kariba,relax@warthogs.co.zw,0242 369741-7/ 0772856815/ 0772756756,Standard,,10,5
CPS 0078,Mat North,Binga,Sijarira Camp,"Wayne & Marilyn- Sijarira Forestry Binga, 142 Ameithyst Close, Burningside, Bulawayo",wayned@zol.co.zw,0773 280 243,Not yet Graded,,,
CPS 0079,Mat North,Matetsi Unit 6,Duduzile Wildlife Safaris,Gen C G Chiwenga - 11 Roland Square Milton Park Harare.,guveyadominic@gmail.com,0772 104 591,Not Yet Graded,19,,
CPS 0082,Mat North,Hwange,Mpondo Safaris,"Pieter A Grieff - Lot 1 of Railway Farm 52, Hwange",pgreeffimpondo@gmail.com,0776 845 387,Comfort,10,10,5
CPS 0087,Mat North,Hwange ,Verneys Camp ,B Munyenyiwa -Hwange National Parks .509 Acacia Crescent Victoria Falls.,blessing@love-for-africa.com,0779 555505,,24,,
CPS 0088,Mat North,Matetsi,Power Zimbabwe ,R Ruwodo - Matetsi Unit 4 Matetsi Safari Area Victoria Falls ,mafamoyo@gmail.com,013 44583/5,,6,10,5
CPS 0090,Masvingo,Save Valley,Call of Wild ,Guy Whittal Arda Mkwasine Chiredzi Save Valley Conservance - 1 Glenroy Crescent Highlands Harare,callofthewild.zim@gmail.com,0783 910 187,Standard,2,,
CPS 0091,Mat North,Mateysi Unit 3,Vexford Investment,F Muchenje - Plot No 1 Tarquinnia Farm Karoi.,vexfordsafaris@gmail.com,0773 068 498,,4,10,5
CPS 0094,Mash West,Hurungwe,Great Plains Sapi Concession  - Explorers Camp,Jacq Usher & Dereck Joubert - Sapi Concession Hurungwe District Council Karoi- m462 Miles Road P O Box 242 Victoria Falls ,jonathan@greatplainsconservation.com,083 2841336/7,Not yet Graded,30,,
CPS 0095,Mat North,Hwange,Bayete Robins Camp,B Munyenyiwa  & M Johnson - Hwange National Park 719 Syringa Road Victoria Falls ,blessing@love-for-africa.com,0773 108 776,,27,,
CPS 0096,Mat North,Victoria Falls ,Old Drift Safari Camp,Wild Horizons - Zambezi National Park P O Box159 Victoria Falls ,info@wildhorizons.co.zw,083 2844426,Luxury,46,24,14
CPS 0097,Manicaland,Chimanimani,Chimanimani Camp,"Parks and Wildlife Mngt Authority, Cnr Borrowdale Rd and Sandringham Dr, P.O Box CY 140, Causeway , Harare/ P Bag 9136 Masvingo  ",natparks@africaonline.co.zw,04-707624-9,Standard,,32,15
CPS 0098,Mat North,Dete,Forever African Safaris Pvt Ltd - Iganyana Tented Camp,"Terry Anders - Sub Section 6 of Sikumi Stateland Dete, 233 L. Takawira Avenue Suburbs, Bulawayo",headoffice@foreverafricansafaris.com,0785 625 181,Comfort,14,24,12
CPS 0102,Masvingo,Gonarezhou,Swimuwini Chalets ,Hugo F Van Der Westhuizen - Gonarezhou National Park P Bag 7003 Chiredzi ,"raphael@gonarezho.org,elsabe.vdwesthuizen@fzs.org","0772 525 475,0777 537 730",Comfort,5,,
CPS 0103,Masvingo,Gonarezhou,Chipinda Pools Tented Camp ,Hugo F Van Der Westhuizen - Gonarezhou National Park P Bag 7003 Chiredzi ,"raphael@gonarezho.org,elsabe.vdwesthuizen@fzs.org","0772 525 475,0777 537 730",,5,14,
CPS 0105,Masvingo,Save Valley,Impala Ranch ,Willem Tobias Swan - Back Country Africa 143 Umwinsdale Road Harare,washington@kaolapark.co.zw,0292 242531,,20,,
CPS 0106,Bulawayo,Bulawayo ,Dollar Block Ranch,Willem & Judith Swan - Dollar Block Ranch Bubi Matebeleland North 143 Umwinsdale Rd Harare.,washinhton@kaolapark.co.zw,0774 637 975,Standard,20,12,8
CPS 0111,,Mana Pools ,Rora Private Collection,Wilson Mutinhima - Mana pools 10th Floor Chiedza House Cnr 1st / Nkwame Nkruma Harare,mutinhimaw@yahoo.com,0772 343 752,,,22,11
CPS 0112,Masvingo,Save Valley,Sango Ranch - Pabst Holdings Zimbabwe,D W Jansen - Sango Ranch Save Valley Conservancy Birchenough Bridge ,dj@zol.co .zw,0772 270 389,,13,14,7
CPS 0113,Mat North,Hwange,Jozibanini  Camp,M Butcher - Hwange National Park –68 Townsend Road Surburbs Bulawayo,zondo@imvelosafarilodge.com,029 2232331,,4,15,2
CPS 0115,Mash West,Makuti ,Makuti Game Safaris, Emmanuel & Emma Fundira - 4th Floor North wing Berverly court Cnr Nelson Mandela & 4th Street Harare,efundira@makuti.co.zw,"0242 701720,0772 220 145",,,12,6
CPS 0116,Mash West,Mana Pools ,Great Plains  Sapi Concession - Tembo Camp ,Jonathan Hudson & Blessing Munyenyiwa - Sapi Concession Mana Pools National  Parks ,blessing@love-for-africa.com,083 2841336/7,,37,10,6
CPS 0117,Mash West,Mana Pools ,Nyamatusi Camp,Beks Ndlovu & Imray A Peter - Mana Pools National Parks 16 Preston Drive Alexandra Park Harare,accounts2@africanbushcamps.com,"08677101371, 0772 126 987",Luxury,32,24,12
CPS 0120,Mat North,Hwange,Deteema Springs - Verneys Camp,B Munyenyiwa - Hwange National Park Verneys Camp 68 Courtney Selous Vic Falls,admin@robinscamp.com,04 305785,,7,,
CPS 0121,Masvingo,Masvingo,Romelda Resort,David Clements - Lot 1 of Subdivision B of Glenlivit Masvingo,romeldaretreat@gmail.com,"09 244155,0778 486 493",Comfort,9,12,6
CPS 0122,Mash West,Makuti ,Wandisa Camp,David Van Der Westuizenand Adam - Lot 1 Sinoia Drift Farm Chinhoyi,babwesafaris@gmail.com,0772 936 547,Standard,,8,
CPS 0123,,Mana Pools ,Ingwe Pan,"John Alistair - Mana Pools 68 Courtney Selous, Victoria Falls",admin@robinscamp.com,0292-276053,,10,,
CPS 0124,Mash West,Mhangura,Mist Mountain Safaris ,Karel Strydom  - Maninga Conservancy Doma 141 Borrowdale Rd Gunhill Harare,rifleman@mweb.co.zw,04- 883462,,11,8,4
CPS 0125,Mat North,Victoria Falls ,Wallow Lodge ,Wild Horizons - Victoria Falls National Park Wild Horizons - 1021 Holland Road Victoria Falls ,info@wildhorizons.co.zw,0717 716 961 ,,40,32,16
CPS 0126,Mat North,Hwange,Camp Silwane Expenditions Pvt Ltd,J Van Der Bergh - Kennedy Siding Pvt Consession Antionette Extension Hwange,admin@campsilwane.org,0772 248 280,Standard,2,16,8
CPS 0127,Masvingo,Gonarezhou,Mananga - Masasani Camp,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,0779 788 811,Standard,2,,
CPS 0128,Masvingo,Gonarezhou,Chilojo Bushcamp,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,779788811,Standard,,12,6
CPS 0129,Masvingo,Gonarezhou,Bosmans Camps,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,779788811,Standard,,10,5
CPS 0130,Masvingo,Gonarezhou,Mananga - Mathuli  Camp,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,0779 788 811,Standard,2,,
CPS 0131,Masvingo,Gonarezhou,Mananga - Makonde Camp,Simon Capon - Gonarezhou National Park P Bag 7003 Chiredzi,reservations@gonarezhou.org,0779 788 811,Standard,2,,
CPS 0132,Mash East,Hurungwe,Mutoro Camp,I Mutepfe - Nyakasanga Safari Area 78 Churchill Alexander Park Harare,reservations@zanbezitrader.co.zw,0775 005 875,,6,24,12
CPS 0132,Mash West,Hurungwe,Afri-Hype Parks & Wildlife ,I Mutepfe - Nyakasanga Area Hurungwe 78 Churchill Road Alexandra Park Harare,info@zambezitrader.co.zw,"0772 162 480,0775 005 75,0779 438 7788 ",,,,
CPS 0133,Mash West,Manapools ,Tailormade Safaris - CAMP,Humphrey M Gumpo - Manapools - 4 Mhembwe Close Mahombekombe Kariba,humphrey@tailormade-safaris.com,0775 384 475,,8,16,8
CPS 0134,Mash West,Chirundu,Halsted Safaris ,Paul Ian Halsted - 2 Mount Road Avondale Harare,hfate@me.com,0772 244 466,Standard,8,12,6
CPS 0135,Mash West,Mana Pools ,Mhara River Bush Camp,D Hinde - Mana Pools  7 Chamberlain Road Greendale Harare,melara@zol.co.zw,0774 044 744,,5,12,6
CPS 0136,Mat North,Victoria Falls ,Siana Simba River Lodge ,J D Harley - Zambezi National Park Victoria Falls ,jdharley@gmail.com,0777 064 412,,14,24,12
FARMHOUSES,,,,,,,,,,
FHS 0003,Mash East,Marondera,Malwatte Farm House ,"82 KM Peg Harare –Mutare Road.P O Box 23, Marondera, Mr & Mrs  Muyambo",malwattevillage@gmail.com,0772 479 531,Standard,54,8,4
FHS 0008,Harare,Harare,Daisy Farmview Farmhouse Lodge,H K Chifamba-Ardo Nijo Farm Borrowdale Harare,daisyfarmviewlodge@gmail.com,0242 795921,,8,22,11
FHS 0009,Harare,Ruwa,Bethel Facilities & Conference Centre,"Elia & Mary Musakwa- 3 Fairmile Close, Damofalls Plots, Ruwa",bethel3reservations@gmail.com,0772 237 054/0777 832 023,,5,10,5
GUEST HOUSES,,,,,,,,,,
GHS 0009,Bulawayo,Bulawayo,Banff Lodge (Pvt) Ltd,"35 Leander Avenue, Hillside, Bulawayo – J R Fairbairm",banfflodge@gmail.com,0290 243176/7,Comfort,,20,10
GHS 0014,Bulawayo,Bulawayo,Traveller’s Guest House Bulawayo,"No. 2 Banff Road, Hillside, Bulawayo – P L C Fairbairm",enquiries@travellerzim.net,0292 246059,Standard,6,18,9
GHS 0021,Bulawayo,Bulawayo,Mcnamara Luxury Guest House,"11-13-17 Chopin Road/5 Broadway Road, Barham Green,  Bulawayo – Margaret Mcnamara, ",madgo@mweb.com,"0772 232 951,0242 762443",Standard,,45,19
GHS 0039,Mat North,Hwange,ZPC  Guest House,"14 Mopane Lane Boabab Hill P O Box 257,Hwange ",,0775548528,Standard,,26,13
GHS 0040,Bulawayo,Bulawayo,Villa Celia t/a Goodhead Enterprises ,"6 Warwick Road, Hillside, Bulawayo",villacelia@gatorzw.com,494449,Standard,,12,6
GHS 0051,Mash West,Norton,Ebenezer Guest House,"53 Poort Road, Twinlakepark, Norton – A Nyandoro",ebenezercitylodges@gmail.com,062 2506/0772 364733,Standard,3,,
GHS 0054,Mat North,Victoria Falls,Amadeus Garden /Insight Africa,538 Reynard – P O Box CT 288 Chinotimba Victoria Falls,reservations@amadeusgarden.com,013 42261,Standard  ,,12,
GHS 0059,Midlands ,Gweru,Kanyi Guest Corner,89 Kopje Road P O Box 2062 Gweru Bazibi Maposa,kanyi@adtech.co.zw,054 2221070,Standard  ,6,18,9
GHS 0074,Harare,Harare,Saita Guest Lodge,"C Manungo-No 64 Palmer Road Milton Park, Harare",manungowinnie@hotmail.com,0776 425 470,Two Star,7,24,12
GHS 0075,Midlands ,Kwekwe,Short Road Lodge,"O Rugube-12 Short Rd Beverley Hills,Kwekwe",rugube@oliken.co.zw,0784 753 518,Standard,3,,
GHS 0077,Midlands ,Gweru,Pamusha Guest House,K Wasara-73 Kopje Rd- P O Box 546 Gweru ,trevordollar@mweb.co.zw,054 2223535,No Star Rating,4,6,3
GHS 0080,Midlands ,Zvishavane,Full House Guest House,"570 Prince Street, P. O. Box 324, Zvishavane",,031 3429,Standard,,,
GHS 0082,Mash Central,Bindura,Twin Lodge Bindura ,Dorothy Mashonganyia -  1236 Flamboyant Road Bindura,twinlodgenquiry@gmail.com,0775 531 209,Standard,7,10,5
GHS 0084,Manicaland,Rusape,Sky Lodge 2,"Christinah Muzulu - 110 Vengere Township ,Rusape",muzuluskylodge@gmail.com,"0252052274, 772 201 461",Standard,3,6,6
GHS 0088,Harare,Harare,Mariners Guest House,"R T dzapasi - 2 Msotcha Ndlovu Way, Waterfalls, Harare",,0771397347,No Star Rating,2,12,6
GHS 0093,Midlands ,Gweru,Hillside Guest Lodge,"P Banana - 23 Kopje Road,Gweru",bananaprisca@gmail.com,0782 683 293,No Star Rating,,8,4
GHS 0097,Harare,Harare,Umuzi Guest Lodge ,"Angela Kabayadondo, 37 Frank Johnson Ave, Eastlea, Harare","kabayadondo@yahoo.co.uk,sam.madzonga@gmail.com",0773 267 670,Standard,7,,
GHS 0101,Harare,Harare,Villa 'V' Guest House,"Galvin & Violet Rodriques 43 Rotten Row Rd, Harare",gavio.rodrigues@gmail.com,0774 311 212,No Star Rating,4,28,14
GHS 0103,Bulawayo,Bulawayo,Matilinda Guest House,"56A Napier Ave,Hillside,Bulawayo",,0775 920 470,Comfort,,12,6
GHS 0106,Bulawayo,Bulawayo,Mpala Guest House,"Similo Mpala - 4 25th Avenue Famona ,Bulawayo",mpalaboutique@gmail.com,0772 709 226,Comfort,25,16,8
GHS 0108,Harare,Harare,Harebone Safari Lodge,"Hlahla Loice-64 Twenty Dale, Hatfield, Harare",loishlahla4@gmail.com,0785 977 527,No Star Rating,,9,5
GHS 0110,Mat North,Victoria Falls ,Inkindaba Guest House  Victoria Falls ,692 Aerodrome Victoria falls ,vicfallstour@zol.co.zw ,013-44063 ,Standard,3,,
GHS 0115,Bulawayo,Bulawayo,Padandaro Guest House,"8 Brahms Road,Barham Green,Bulawayo",padandarolodge@yahoo.com,"09-479800, 0712 742 268",Comfort,,8,4
GHS 0125,Harare,Harare,Sunshine Guest House  Harare,91 Enterprise Road HarareHarold and Valerie Breedlove ,gzimbabweusa@aol.com,0242 497265/6,Comfort,,10,5
GHS 0131,Bulawayo,Bulawayo,Sondela Guest House,"234 Leopold Takawira Avenue,Bulawayo",sondela@netconnect.co.zw,04 704298,Comfort,,6,3
GHS 0132,Bulawayo,Bulawayo,Batsweledi Guest House,"Pkhotso Phaswana - 243 Tayport Road, Killanrney,Bulawayo",,0292 285 273,Comfort,,10,5
GHS 0133,Bulawayo,Bulawayo,Macy-Line Guest House,"26 1st Avenue, Bulawayo",jomujuru@yahoo.com,061 3319,No Star,,26,13
GHS 0142,Manicaland,Mutare,Richway Executive Guest House ,Kudzai Makore-8 Dawson Yeovil Mutare,,0772412942,Standard,,,
GHS 0144,Manicaland,Mutare,Pabanhla Guest House,"Mrs Jane Dhliwayo-2 Dawson Street, Yeovil, Mutare",,083 2844737/9,Standard,,,
GHS 0146,Harare,Harare,Afro Guest House,"D.C Mlambo-14097 Teviotdale Road , Borrowdale ",afroship@africaonline co. zw,09 76009/ 76053,No Star Rating,7,9,18
GHS 0148,Mash West,Chinhoyi,Sunrise Guest House Chinhoyi,"Dorcas Tracey Zimbiti-727 Dimiis Road, Orange Groove, Chinhoyi",sunrisebooking@rocketmail.com,013 47168,Comfort,,22,11
GHS 0149,Harare,Harare,Villa Gianni,Clara Itai Nekati - 4 St Annes Road Avondale Harare,manager@villagianni.co.zw,083 2844426,Comfort,13,30,15
GHS 0151,Mat North,Victoria Falls,Khanondo Guest House,"O Mpofu - 752 Aerodrome ,Victoria Falls",reservations@khanondotravel.com,"0772 598 356,0772214116",Standard,,,
GHS 0152,Masvingo,Masvingo,Paw Paw Guest House-Masvingo,"M.C Washaya-18 Kirton Street, P.O Box 1188 Masvingo",pawpawlodgetreasurehunt@gmail.com,039 2265231,,,,
GHS 0157,Harare,Harare,Jacana Gardens Guest House ,A G Van De Braak & W J Landman.14 Jacana Drive Borowdale  Harare.,jacanagardens@gmail.com,04 487285/7,Comfort,,,
GHS 0159,Midlands ,Gweru,Lilale Guest House,Danai Machakaire. 25 Hurrel Rd Athlone Gweru ,dgmachaks@yahoo.com,0733 690 535 ,Standard,3,12,6
GHS 0160,Bulawayo,Bulawayo,Booker Close Guest Guest House,"Sithenjisiwe Nyamuda-2A Wells' Place Sunnyside, Bulawayo",,"0772 270 250/ 0712 219 535,039 262431/4 / 264785/6",Standard,,6,3
GHS 0163,Bulawayo,Bulawayo ,Little Rose Leaf Guest House ,J Nyathi. 58 Aberdeen Road Matshemuhlope Bulawayo.,littleroseleaf@gmail.com                                                                                                                                                                                                                                                              ,020 280111,Standard,,10,5
GHS 0164,Midlands ,Gweru,Lowlands Guest House,"S.Ndhlamini & N Muzoremba -32 3rd Street, Gweru",,0782 512 107,Standard,4,8,4
GHS 0165,Harare,Harare,Mangwana Guest house ,A K Jumbe 6 Adson Road Hatfield Harare,akjumbe@gmail.com,0774 501 177,Satndard,5,22,11
GHS 0167,Manicaland,Mutare,Afrisouth Travellers Rest Guest House,K W Mhaso - 40 A jameson Street Mutare Zimbabwe.,afrisouthtravel@gmail.com,0785750638/ 013 47056,Standard,,,
GHS 0169,Midlands ,Gweru,Time Off Guest House,"V. Mukandi- 1 Frank Johnson Rd,Lundi Park, Gweru.",vmukandi@yahoo.com,054 225680,Standard,3,12,6
GHS 0170,Harare,Harare,Armadale Boutique Guest House,N J Blythe-Wood/Danielle Griffiths -No 9 Armadale Road Pomona Borrowdale.,armadale@zol.co.zw,024 2 882781/0772275716,Luxury,10,20,9
GHS 0171,Harare,Harare,Sunbird Guest House,"S.G. Bown- 23 Moulsham Road, Dawhill, Greendale Avenue, Greendale, Harare",admin@sunbirdguesthouse.net,0779 871 316,Comfort,2,8,4
GHS 0172,Harare,Harare,Ballantyne Guest House,"S.Corgan- 4 Parham Road, Ballantyne Park, Harare",ballantynes@zol.co.zw,0772584886,Comfort,10,,
GHS 0174,Masvingo,Masvingo,Silkyside Guest House ,B Musakanye - Plot 35 Clipsham Park Masvingo.P O Box 1317 Masvingo,,"0712 636 016, 0772 786 899, 0775 642 418",Standard ,,,
GHS 0175,Bulawayo,Bulawayo,Bettina Executive Guest Lodge,"Bruno & Natale Sartori-31 George Avenue, Khumalo, Bulawayo",bettina.lodge@gmail.com,757311/9,Comfort,,,
GHS 0178,Harare,Harare,Honey Bear guest House,M J G Steel -  7 Honey Bear Road Greystone Park Harare,matsteel@gmail.com,0772 601 306,Standard( 2 Star),9,12,6
GHS 0180,Manicaland,Chipinge ,Manica Guest House,R. Mugwagwa-175 Fereira Street Chipinge,,0227-3266,Standard,,,
GHS 0181,Manicaland,Mutare,Edus Guest House,Rindai Magaya-3 Bishop Ave Yeovil Mutare,edudlodge1@gmail.com,020 68639,No Star,,,6
GHS 0184,Harare,Harare,Highlands House,Lindsay Capsopoulos-63 Ridgeway North Highlands Harare,reservations@highlandhouse.co.zw,"0771 133 687,242 884 468",Luxury,,,0rt+
GHS 0185,Harare,Harare,Kingsmead Guest House,"Aldrik L Stijkel - 78 Kingsmead Road, Borrowdale, Harare",astijkel@gmail.com,0773449 901,Luxury,,,10
GHS 0186,Mat North,Victoria Falls,Livingstone Lodge,"Francis Grim-642 Syringa Road, Victoria Falls",,0782 818 181,Standard,,,14
GHS 0190,Harare,Harare,Willow Guest House,BW Hamiliton -3 Willowmeade Lane Clne Valley Harare,willowlodgeharare@gmail.com ,0775574062,Comfort,8,12,6
GHS 0191,Masvingo,Chiredzi,Stallion Guest House,A.D Mushonhiwa - D847 Low Density Surburbs Westwood  Chiredzi,arbezfirmtrust@gmail.com,0775 582 929,Standard,9,10,
GHS 0192,Manicaland,Mutare,Tino's Guest House,"Joseph Chigayo-143 Upper Thrid Street, Mutare",joechigs@gmail.com,0772398513,Standard,,,4
GHS 0195,Harare,Harare,Yatta Guest House,"R. Kituli - 17439 Chiremba Road, Hillside, Harare",kitulijames@gmail.com,0782 849 041,Standard,14,20,10
GHS 0196,Harare,Harare,Blue Water Guest House,"M. Mapendano, 10/4 Simon Mazorodze Rd, Waterfalls, Harare",bluewaterguesthouse2018@gmail.com,0779 868 505,Standard,4,18,9
GHS 0197,Bulawayo,Bulawayo,Serenity Guest Lodge,"T & Z Matonda- 3 Vincent Avenue, Khumalo, Bulawayo",serenityguestlodge1@gmail.com,0773 937 764,Standard,5,18,9
GHS 0198,Bulawayo,Bulawayo,Executive Guest House,"P.Kandonganisa 14 Morven Close, Burnside, Bulawayo",theexecutivelodgezw@gmail.com,"0772 960 179,0773 440 105",Comfort,7,10,5
GHS 0199,Bulawayo,Bulawayo,Ebuhleni Guest Lodge,"S Dhlamini - 13 Magpie Road, Burnside, Bulawayo",ebuhlenilodge@gmail.com,0712 801 081,Standard,3,10,5
GHS 0203,Mash West,Chinhoyi,Chinhoyi Backpackers  Guest House ,Amer and Rizwan Khan - 113 Motrose Avenue Chinhoyi,armour_khan@yahoo.com,0776 280 414,Standard,4,20,10
GHS 0204,Harare,Harare,Wavell House ,"R Byne & N Culverhouse,9 Wavell Road, Highlands",info@wavell-house.com,04495263,Comfort,9,,
GHS 0206,Harare,Harare,Malcolm Guest House,"M. P. Jarvis-9 Malcolm Rd,Borrowdale Rd Harare",malcolmlodgezim@gmail.com,0775876661,-,,10,5
GHS 0208,Bulawayo,Bulawayo,Ginger Lily Villa,G J Maphosa - 15 Selous Ave Northend Bulawayo.,,09 200328,Standard  ,2,10,5
GHS 0211,Harare,Harare,Sandalwood Boutique Accommodation ,R Khalatbri - 11 Quorn Road Mt Pleasant Harare.,info@sandalwoodlodge.co.zw,0774 876 293,Luxury,7,14,7
GHS 0213,Mat North,Victoria Falls,Premier Holiday House ,A Ndhlovu - 1059 Aerodrome Victoria Falls ,abigail@africapremiersafaris.com,0774 702 333,Standard,6,5,5
GHS 0214,Harare,Harare,Central Cyber ,D Mataranyika - 49 Central Ave Harare,mudziyashe@gmail.com,0772 263 634,Standard,3,14,7
GHS 0217,Harare,Harare,New Sun Guest House ,T & C Gwatidzo - 6 Orange Grove Drive Highlands Harrare. ,cgwatidzo@zol.co.zw,"  04 497734,0773 176 698",,,,5
GHS 0218,Harare,Harare,Casa Kadiki Guest House,M A O'Riordan - 15 Shortheath Road Chisipite Harare,mikeles@zol.co.zw,0778 728 852,Comfort,11,22,11
GHS 0221,Mat South,Gwanda,Mount Cazalet Guest House,"S Mguni - 7 Mount Cazalet, Gwanda",mountcazalet@gmail.com,"0718 412 685,0773 561 596",Not yet Graded,4,,6
GHS 0222,Mash West,Chirundu,Ariella Guest Lodge,"Collen Masvaure - Stand Number 482, Chirundu",collinmasv@gmail.com,0773052541,Not yet Graded,4,8,4
GHS 0227,Mat North,Victoria Falls ,Jacaranda Lodge Victoria Falls ,Yu Yisheng - 477 Marula Cresent Victoria Falls. ,jacarandlodge@163.com,"0773 066 888,08328 44730",Standard,36,10,5
GHS 0230,Mat North,Binga ,Amedisys Marketing 114,Dale Leach - Stand 114 Low Density Binga.,amedisysmarketing@gmail.com,0774 368 456,Standard,9,8,16
GHS 0232,Bulawayo,Bulawayo,Ndlovukazi Bulawayo Villa,Ellen Van Eyssen - 54 Park Road Suburbs Bulawayo,bulawayovilla@gmail.com,031 5090/ 0772 257392/0772292056,Not yet Graded,,19,8
GHS 0235,Harare,Harare,T J Guest House,T J Munangwa - 25 Pringle Road Greendale Harare,tjlodges@gmail.com,0713 342 000,Standard,3f,18,9
GHS 0237,Mash West,Chegutu,Strelly Guest House ,4 Independence Cresent Chegutu.,info@strellyzw.com,"0253 215 2475,0784 978877,0791 891 999",Comfort ,4,16,8
GHS 0239,Harare,Harare,Jabulani Guest House ,Sam Mahlanza - 8 Beal Road Belvedere Harare.,cmc@africaonline.co.zw,0776 852 425,No Star Rating,7,18,9
GHS 0240,Harare,Harare,Ekaya Guest House Harare,Garikai Nhamo Gwenzi &Joyce Sithole - Stand No 674 Gerald Road Waterfalls Harare.,gwenzihardware@gmail.com,0286 23443,Standard,3,10,5
GHS 0241,Harare,Harare,The Crown Villa Guest House ,E Chibwana - 845 Golden Stairs Mt Pleasant Harare.,echibwana@yahoo.co.uk,0832 41003-9,Standard,6,10,5
GHS 0242,Mat South,Beitbridge,Mutsa Guest House,Knox O Mutabarikwa - 3890 Dulibadzimu Beitbridge.,mutsakguesthouse@gmail.com,0718 649 062,Comfort ,7,32,16
GHS 0245,Midlands ,Zvishavane,Carnivore Guest House ,Lukia Chimuti - 828 Slater Avenue Zvishavane.,,0772 769 778,Standard,4,12,6
